video_id,description,creation_time,duration,author_id,username,nickname,music_id,song_title,music_author_name,diggs,shares,comments,plays
6862419352033987845,All From Contour Collection #loungewear #wfh #zara #zarahaul #fashion #style #tiktokfashion,1597781519,17,6755939935561778181,naomiboyer,Naomi Boyer,6862419366726748933,original sound,Naomi Boyer,28000,921,149,484600
6862113767665290502,Link in bio to shop! #activewear #loungewear #daytonightlook #fashion #style #howto #tiktokfashion,1597710372,16,6755939935561778181,naomiboyer,Naomi Boyer,6722656094272883458,She Share Story (for Vlog),山口夕依,21700,305,299,472400
6860932025944116486,Ribbed Heaven feat. @meshki #falltransition #fashion #style #tiktokfashion #fallfashion #howto #outfitchange,1597435224,15,6755939935561778181,naomiboyer,Naomi Boyer,6678884532252314370,Stranger,CHUNNYT,8428,171,69,252900
6860589563950222598,Link in bio to shop #summertransition #fallstyle #fashion #style #tiktokfashion #howto #fashionhacks,1597355490,37,6755939935561778181,naomiboyer,Naomi Boyer,6860589584481733381,original sound,Naomi Boyer,88100,1871,333,1100000
6859830194623024389,5 Fashion Essentials That Never Go Out Of Style #fashionessentials #fashion #style #tiktokfashion #howto #blazer #whitetee,1597178685,17,6755939935561778181,naomiboyer,Naomi Boyer,6859830211760950021,original sound,Naomi Boyer,45300,1190,122,850800
6858329437469969669,3 Easy Ways To Look Tall & Slim #fashionhacks #howto #fashion #style #tiktokfashion,1596829262,19,6755939935561778181,naomiboyer,Naomi Boyer,6858329442780384005,original sound,Naomi Boyer,36700,402,140,815800
6857997093793959173,Full video with links on my YouTube channel (link in bio) #fashion #style #haul #tiktokfashion #summerstyle,1596751883,21,6755939935561778181,naomiboyer,Naomi Boyer,6857997100819811077,original sound,Naomi Boyer,11500,175,21,311800
6857568091480608005,Use code “NAOMI” for a discount @miranda_frye_official #jewelry #tiktokfashion #accessories #fashion #style,1596651997,15,6755939935561778181,naomiboyer,Naomi Boyer,6382847962594151170,Fantasy,Alina Baraz / Galimatias,6391,146,19,227600
6855893864025279750,Follow me on IG: @naomiboyer                       YouTube: YouTube.com/naomiboyer,1596262185,14,6755939935561778181,naomiboyer,Naomi Boyer,6677815785571748610,Run free,Deep Chills feat. IVIE,8603,66,56,302200
6855722221583731974,4 Things You Need From Zara #zara #fashion #style #tiktokfashion #summer2020,1596222220,17,6755939935561778181,naomiboyer,Naomi Boyer,6855722214659066630,original sound,Naomi Boyer,57500,1263,226,1200000
